text,label,language
I have so much energy,1,en
kamu membuatku bangga,1,id
aku sangat kangen kamu,2,id
I will always love you,2,en
I do not want to get up,0,en
aku sangat takut kematian,4,id
gue sangat tidak menyangka bisa sampai sejauh ini,5,id
I will fight back,3,en
gue sangat tidak terima kontribusiku tidak pernah diapresiasi,3,id
mereka mengabaikanku,0,id
kamu selalu menyakitiku,0,id
aku sangat tidak menduga bisa melewati semua rintangan ini,5,id
gue sangat tidak menduga bisa bertemu orang orang luar biasa ini,5,id
hatiku sangat tidak bisa percaya,5,id
I really want to confront this,3,en
saya sangat merasa hidup tidak punya arti lagi,0,id
aku sangat senang melihat kamu bahagia,1,id
I am so excited,1,en
you make me so happy,2,en
hidupku terasa sangat hampa,0,id
I feel so absolutely devastated,0,en
I really want to hear your voice,2,en
aku menangis dalam hati,0,id
I am so scared of this condition,4,en
aku sangat merasa dipinggirkan,0,id
thank you for loving me,1,en
kamu suka aku juga,1,id
aku sangat terkejut melihat betapa banyak yang telah berubah,5,id
my mind is completely blown,5,en
saya sangat terguncang,0,id
aku masih tidak percaya,5,id
aku sangat tidak menyangka bisa mendapat ini,5,id
I am deeply deeply afraid,4,en
saya sangat berduka,0,id
hatiku amarahnya sudah memuncak,3,id
kenapa aku yang selalu disakiti,0,id
saya sangat melonjak kegirangan,1,id
I was shaking from the shock,5,en
hatiku sangat mencintai hidup ini,1,id
saya sangat menghargaimu,2,id
gue ini benar benar mengejutkan,5,id
I feel so enraged,3,en
I am so absolutely thrilled,1,en
gue sangat percaya diri,1,id
diriku sangat kecewa dengan kelakuanmu,3,id
gue sangat tidak berdaya menahan duka,0,id
I feel so in a state of pure bliss,1,en
aku sangat mencintai kamu selamanya,2,id
I am so miserable,0,en
diriku sangat menikmati ini,1,id
I love seeing my friends,1,en
aku sangat merindukan kebersamaan itu,0,id
I never thought I would win this,5,en
saya sangat merasa diberkahi,1,id
you motivate me,1,en
seharusnya aku menjagamu lebih baik,0,id
I had no idea this was coming,5,en
I feel consumed by anger,3,en
diriku sangat merasa dicintai olehmu,2,id
I cherish you,2,en
I feel deeply lost,0,en
I cannot believe this is happening,5,en
I am shocked to see how kind-hearted he truly is,5,en
kenapa kamu tidak menghargaiku,0,id
I am scared my old wounds will reopen,4,en
I cannot stop worrying,4,en
aku sangat takut untuk maju,4,id
diriku sangat mengecam ini,3,id
I am deeply angry,3,en
I cannot wrap my head around this,5,en
I pray for you always,2,en
jiwaku sangat tenang,1,id
diriku sangat terkejut dengan berita ini,5,id
aku sangat senang karena berhasil melampaui ekspektasi,1,id
I feel so despondent,0,en
I am exhausted from crying,0,en
I am deeply apprehensive,4,en
aku merasa sangat hidup,1,id
I am angry at myself too,3,en
I am so scared of being hurt again,4,en
aku sangat sunyi,0,id
you do whatever you want,3,en
hatiku sangat jijik dengan kelakuanmu,3,id
aku sangat kaget menerima berita ini,5,id
saya sangat kreatif,1,id
I love you sincerely,2,en
I am deeply terrified,4,en
aku sangat senang bisa melakukan ini,1,id
you are really cruel,0,en
I am so scared and do not know what to do,4,en
aku sangat trauma dengan kejadian itu,4,id
I never expected the situation to turn around,5,en
hatiku merasa sangat dilecehkan,3,id
gue sangat cemas karena tidak bisa mengontrol situasi,4,id
I fell in love with you,2,en
I am deeply sorrowful today,0,en
aku kehilangan orang yang kucintai,0,id
saya sangat jijik dengan kelakuanmu,3,id
I am so amazed,5,en
aku sangat tertawa lepas bahagia,1,id
saya sangat takut sejarah terulang,4,id
I am deeply blown away,5,en
saya sangat tersiksa,0,id
I am so grateful for this blessing,1,en
I am always on the verge of tears,0,en
saya merasa sangat hidup,1,id
aku suka kamu,1,id
I am burning with anger,3,en
aku sangat bangga bisa sampai di sini,1,id
aku sangat cemas banget,4,id
aku sangat bersyukur bisa merasakan cintamu,2,id
my soul is so heavy,0,en
I am so annoyed by his selfish behavior,3,en
aku sangat menyayangi anakku,2,id
I feel so silent inside,0,en
saya sangat takut masa depan,4,id
I feel deeply panicked,4,en
gue sangat kaget sekaligus bahagia,5,id
diriku sangat kesepian,0,id
diriku sangat menolak ini,3,id
diriku sangat takut kehilangan semua,4,id
this has crossed the line,3,en
perasaanku sangat campur aduk antara sedih dan marah,3,id
aku sangat takut tidak mampu,4,id
gue rela berkorban untukmu,2,id
aku sangat takut dikhianati lagi,4,id
I am so glad I made it here,1,en
diriku sudah menyerah,0,id
aku excited banget,1,id
saya sangat tidak bisa berpikir jernih karena panik,4,id
kamu tidak peduli aku,0,id
I am grateful for all of this,1,en
aku sangat tidak menduga mendapat surprise ini,5,id
I cannot bear this anymore,0,en
I was so startled my heart nearly stopped,5,en
I like your smile,1,en
I am so desolate,0,en
I feel completely broken,0,en
I feel like nothing matters,0,en
saya sangat tidak bisa menerima kepergiannya,0,id
I cannot believe how this turned out,5,en
aku sangat takut tidak diterima,4,id
gue sangat diluar dugaan,5,id
diriku akan selalu mencintaimu,2,id
gue hancur hati,0,id
aku sangat takut mencoba hal baru ini,4,id
aku sangat merindukan kamu,0,id
hatiku sangat tertegun,5,id
I want to be with you always and forever,2,en
aku sangat suka cuaca hari ini,1,id
kamu sangat jujur,1,id
diriku tidak sabar menunggu,1,id
aku sangat bangga dengan pencapaian ini,1,id
gue sangat suka ini,1,id
I am so deeply afraid,4,en
my soul cannot heal,0,en
kamu selalu hadir buatku,1,id
I adore you forever,2,en
aku sedih banget,0,id
hatiku sangat menikmati waktu bersamamu,2,id
I cannot forgive you,3,en
I am deeply absolutely stunned,5,en
kamu tidak menghargai aku,0,id
I am so worried about my future,4,en
aku sangat termotivasi,1,id
gue sangat takut bahwa aku tidak akan pernah cukup baik,4,id
aku sangat pilu,0,id
aku sangat suka hari ini,1,id
diriku sangat penuh kebahagiaan,1,id
I am completely terrified,4,en
I feel deeply utterly amazed,5,en
diriku kehilangan harapan,0,id
I feel so despondent,0,en
saya merasa aman bersamamu,2,id
kamu membuat segalanya lebih baik,2,id
I still cannot believe this,5,en
diriku sangat murung,0,id
kamu sangat tega,0,id
saya sangat marah,3,id
aku sangat marah tapi tidak bisa berbuat apa apa,3,id
I was shocked to hear it,5,en
aku merasa tidak ada artinya,0,id
I never thought you would come here,5,en
gue sangat tersulut,3,id
aku sangat menyukai hidup yang sederhana ini,1,id
saya sangat geram,3,id
kamu pergi tanpa alasan,0,id
they abandoned me,0,en
everything feels so right,1,en
I am sorry I caused this mess,0,en
saya sangat tidak bisa percaya,5,id
I am so optimistic,1,en
aku tidak bisa memaafkan diri sendiri,0,id
my hands are shaking with fear,4,en
aku ingin selalu dekat denganmu,2,id
maaf bikin kamu sakit hati,0,id
diriku menyayangimu,2,id
saya sangat mencintaimu sepenuh hati,2,id
gue sangat dongkol,3,id
I feel so deeply grateful,1,en
sorry bikin kamu marah,0,id
hidupku hampa tanpamu,0,id
hatiku sangat memikirkanmu,2,id
diriku sangat tidak menduga bisa berhasil,5,id
I feel unheard,0,en
my heart is overflowing with happiness,1,en
your kindness makes me so happy,1,en
diriku sudah habis sabar,3,id
I am deeply sad,0,en
I feel so petrified,4,en
diriku sangat remuk,0,id
aku masih belum percaya,5,id
I feel at home with you,2,en
saya menyayangimu,2,id
I am sorry I made you angry,0,en
sorry aku salah,0,id
hatiku sangat optimis,1,id
I am in awe,5,en
diriku sangat percaya diri,1,id
aku sangat galau,0,id
diriku sangat menikmati waktu bersamamu,2,id
I love this simple happiness,1,en
I am deeply sorrowful,0,en
I am so happy I could make others happy,1,en
I do not dare to move forward for fear of failure,4,en
aku sangat mencintai keluargaku,2,id
hatiku sangat terpuruk,0,id
I am so proud of my achievement,1,en
I feel so good right now,1,en
hatiku tidak bisa menahan amarah,3,id
gue sangat merasa beruntung bisa jatuh cinta padamu,2,id
I am so depressed,0,en
I am deeply dejected,0,en
I was so hurt by those words,0,en
I feel so in complete disbelief,5,en
aku sangat benci padamu,3,id
hatiku selalu ada untukmu,2,id
I only care about you,2,en
maaf aku sudah mengecewakan kamu,0,id
I strongly disagree,3,en
aku merasa nyaman bersamamu,2,id
you broke my heart,0,en
hatiku sangat tersiksa,0,id
I feel so utterly broken,0,en
gue sangat memerlukanmu,2,id
I am so grateful everything went so well,1,en
aku tidak sabar menunggu ini,1,id
saya sangat tidak menyangka ini bisa terjadi dalam hidupku,5,id
gue tidak bisa bahagia lagi,0,id
maaf sudah buat kamu bingung,0,id
kamu perhatian banget,1,id
I am so in a state of pure bliss,1,en
saya sangat tidak menyangka bisa sampai sejauh ini,5,id
diriku sangat ingin memelukmu,2,id
aku sangat menghargai hidupku,1,id
diriku sangat riang,1,id
kasih sayangmu sangat berarti,1,id
hatiku sangat kagum,5,id
I feel so worried,4,en
I am so shocked by this news,5,en
saya sangat tidak bisa tidur karena rasa cemas yang terus ada,4,id
I lost all my patience,3,en
kamu sangat seenaknya sendiri,3,id
I am so angry I got betrayed,3,en
my life feels pointless,0,en
I am so done with this,3,en
saya kejutan ini sangat tidak terduga namun sangat berharga,5,id
hatiku sangat diluar dugaan,5,id
saya sangat ingin membuktikan betapa aku cinta kamu,2,id
gue selalu memikirkanmu,2,id
hatiku sangat riang,1,id
I feel like no one wants to listen to me,0,en
gue sangat tidak menduga semua doa itu dikabulkan,5,id
kamu membuatku jatuh cinta,2,id
hatiku sangat dendam,3,id
aku kejutan ini sangat mengubah cara pandangku,5,id
diriku sangat lemas karena takut,4,id
I feel deeply enraged,3,en
hatiku sangat pucat karena takut,4,id
I feel deeply hollow,0,en
saya sangat takut tidak cukup baik,4,id
aku sangat marah besar,3,id
I was so hurt by that betrayal,0,en
saya sangat terancam,4,id
gue sangat tidak sanggup menahan air mata,0,id
I feel so consumed by anger,3,en
I am so blessed,1,en
my love for you is genuine,2,en
I adore you so much,2,en
I am deeply horrified,4,en
gue diam terpaku karena terkejut,5,id
I am utterly amazed,5,en
aku sangat penuh kegembiraan,1,id
I feel so radiant,1,en
aku sangat jijik dengan sikapmu,3,id
jahat banget sih,0,id
aku tidak pernah menyangka ini terjadi,5,id
my spirit is heavy with grief,0,en
I am scared of not being accepted,4,en
I am so happy with you,2,en
I am so shocked but so grateful,5,en
saya sangat senang karena semua rencana berjalan mulus,1,id
aku sangat senang karena melihat semua orang bahagia,1,id
aku sangat diselimuti rasa takut,4,id
hatiku tidak pernah menduga ini bisa terjadi,5,id
hatiku sangat ceria,1,id
saya sangat tidak sanggup menahan air mata,0,id
I am so sick of being patient with someone who never changes,3,en
my soul carries such pain,0,en
dia mengabaikanku,0,id
aku sangat mencintai dirimu dengan seluruh jiwaku,2,id
hatiku sangat marah karena diperlakukan buruk,3,id
gue sangat beruntung,1,id
diriku sangat tidak adil,3,id
aku sangat patah hati,0,id
aku suka kepribadian kamu,1,id
aku sangat mengecam ini,3,id
I am devastated,0,en
diriku sangat mencintaimu sepenuh hati,2,id
aku sangat tidak bisa berhenti menangis,0,id
aku sangat sering mimpi buruk,4,id
aku sangat takut diperlakukan buruk lagi,4,id
I am still shocked,5,en
aku sangat bersyukur cintaku disambut olehmu,2,id
I am disgusted by your behavior,3,en
saya sangat bersyukur,1,id
aku sangat marah karena diperlakukan tidak adil,3,id
this surprise left me with my mouth open,5,en
kamu baik sih,1,id
aku sangat menghargai pengorbananmu,2,id
I went silent from the shock,5,en
aku sangat teriris hatinya,0,id
this joy is overwhelming,1,en
I miss you so much,0,en
I am so disappointed in you,3,en
I have such an uneasy feeling,4,en
hatiku sangat susah percaya,5,id
aku tidak punya siapa siapa,0,id
I feel deeply livid,3,en
I got provoked,3,en
diriku sangat rapuh,0,id
aku sangat bersyukur bisa menjalani ini,1,id
I am so despondent,0,en
I want you to know how much you mean to me,2,en
gue sangat terkejut melihat betapa baik hatinya ternyata,5,id
I am so angry at that disrespectful attitude,3,en
aku sangat cemas memikirkan masa depan,4,id
gue sangat cemas karena tidak tahu apa yang akan terjadi,4,id
I am so grateful all my efforts paid off,1,en
aku ingin selalu bersamamu,2,id
gue sangat jengkel,3,id
I am so cheerful,1,en
diriku sangat bimbang dan takut,4,id
hatiku sangat takut sejarah terulang,4,id
aku sangat menyayangi kamu dari lubuk hatiku,2,id
I am so disappointed with your attitude,3,en
I am so tired of dealing with people like this,3,en
hatiku sangat ketakutan,4,id
aku sangat merasa beruntung bisa dicintai olehmu,2,id
diriku sangat antusias,1,id
I am laughing with pure joy,1,en
aku merasa terbebani,0,id
aku sangat tidak menyangka ini terjadi,5,id
kakiku lemas karena takut,4,id
aku sangat tidak bisa menemukan kebahagiaan,0,id
maaf sudah buat kamu khawatir,0,id
I am crying alone,0,en
aku sangat terbawa amarah,3,id
I am deeply outraged,3,en
I want to always be there for you,2,en
this surprise left me disbelieving,5,en
perlakuanmu sangat menyakitiku,0,id
I am so vigilant because I am so scared,4,en
diriku sangat frustrasi,3,id
aku sangat tidak menduga ini bisa terjadi,5,id
hatiku sangat pilu,0,id
saya sangat tidak percaya betapa bahagianya hari ini,1,id
kamu sangat tidak sopan,3,id
aku sangat terkejut dengan perubahan ini,5,id
I feel deeply full of gratitude,1,en
gue sangat tidak menyangka bisa menang,5,id
aku sangat marah karena cintaku dimanfaatkan,3,id
I am so scared to take this step,4,en
I am so angry for being belittled again,3,en
aku sangat naik darah,3,id
hari ini sangat menyenangkan,1,id
gue ketakutan ini sangat terasa menghimpit,4,id
aku sangat kecewa dengan kamu,3,id
saya sangat marah karena kepercayaanku dikhianati,3,id
cintaku padamu semakin kuat,2,id
gue sangat senang,1,id
hatiku sangat takut tidak mampu,4,id
terima kasih sudah mendengarku,1,id
aku sangat gelisah,4,id
aku sangat menikmati hari ini,1,id
I feel so melancholic,0,en
gue sangat mencintai dirimu dengan seluruh jiwaku,2,id
I feel haunted by fear,4,en
you are so sincere,1,en
gue sangat merayakan ini,1,id
aku merasa sendiri,0,id
saya sangat merasa beruntung bisa dicintai olehmu,2,id
you lied to me,0,en
this is so startling to me,5,en
senang banget ada kamu,1,id
mereka menyakitiku,0,id
aku sangat menantikan hari ini,1,id
she betrayed me,0,en
gue sangat merasa sudah tidak berarti,0,id
I am so eager to enjoy this,1,en
saya merasa lengkap bersamamu,2,id
I am sorry I let you down,0,en
gue sudah tidak bisa memaafkan,3,id
I feel so cheerful,1,en
I feel deeply sad,0,en
you are so precious to me,2,en
aku girang banget,1,id
aku sangat kelelahan batin,0,id
I want you to always be happy,2,en
I am deeply desolate,0,en
I beg you to forgive me,0,en
I never anticipated growing this much,5,en
my heart aches,0,en
I always want to be close to you,2,en
aku sangat merindukan masa itu,0,id
this is completely unjustifiable,3,en
I feel in total shock,5,en
diriku jantungnya berdebar kencang,4,id
gue sangat tidak mau lagi menerima perlakuan seperti ini,3,id
I am so on edge,4,en
kepergiannya meninggalkan luka mendalam,0,id
